DATAFLOW,LAST UPDATE,freq,indic_em,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2019,81.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2020,77.8,b
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IS,2021,76.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2012,46.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2013,46.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2014,46.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2015,47.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2016,48.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2017,48.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2018,49.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2019,50.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2020,48.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,IT,2021,49.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2012,61.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2013,62.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2014,64.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2015,66.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2016,68.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2017,70.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2018,71.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2019,72.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2020,71.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LT,2021,71.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2012,59.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2013,59.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2014,60.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2015,60.8,b
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2016,60.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2017,62.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2018,63.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2019,63.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2020,63.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LU,2021,66.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2012,61.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2013,63.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2014,64.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2015,66.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2016,67.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2017,68.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2018,70.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2019,70.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2020,70.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,LV,2021,68.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2012,41.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2013,42.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2014,45.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2015,46.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2016,46.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2017,46.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2018,48.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2019,49.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,ME,2020,44.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2012,35.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2013,37.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2014,37.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2015,38.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2016,39.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2017,40.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2018,41.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2019,44.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MK,2020,45.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2012,45.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2013,48.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2014,51.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2015,52.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2016,55.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2017,57.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2018,61.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2019,62.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2020,64.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,MT,2021,66.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2012,71.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2013,70.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2014,69.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2015,71.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2016,71.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2017,73.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2018,74.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2019,75.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2020,75.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NL,2021,76.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2012,73.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2013,73.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2014,73.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2015,73.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2016,72.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2017,72.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2018,72.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2019,73.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2020,72.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,NO,2021,74.3,b
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2012,51.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2013,52.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2014,54.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2015,55.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2016,57.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2017,58.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2018,60.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2019,60.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2020,60.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PL,2021,63.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2012,56.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2013,56.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2014,58.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2015,60.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2016,61.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2017,64.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2018,66.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2019,67.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2020,66.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,PT,2021,67.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2012,44.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2013,44.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2014,45.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2015,46.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2016,47.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2017,49.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2018,50.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2019,51.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2020,51.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RO,2021,52.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2012,39.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2013,41.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2014,42.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2015,43.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2016,46.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2017,49.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2018,50.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2019,52.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2020,53.0,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,RS,2021,55.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2012,71.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2013,71.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2014,72.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2015,73.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2016,74.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2017,74.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2018,75.2,b
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2019,74.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2020,72.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SE,2021,73.3,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2012,60.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2013,58.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2014,59.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2015,60.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2016,62.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2017,65.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2018,67.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2019,68.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2020,67.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SI,2021,68.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2012,56.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2013,57.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2014,58.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2015,59.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2016,62.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2017,64.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2018,65.5,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2019,66.8,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2020,66.1,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,SK,2021,65.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2012,28.7,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2013,29.6,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2014,29.5,b
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2015,30.4,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2016,31.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2017,32.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2018,32.9,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2019,32.2,
ESTAT:LFSI_EMP_A(1.0),11/07/22 23:00:00,A,EMP_LFS,F,Y15-64,PC_POP,TR,2020,29.7,
